Key,Source,Context,Changes,English
HN Wood Window Sect 2x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window Sect 2x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window Sect White 1x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window Sect White 2x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window Sect White 2x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window White 1x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window White 2x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window White 2x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."

HN Working Bathroom SinkDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Bathroom Sink 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Coffee MakerDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working CooktopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Gas StoveDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Kitchen CooktopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Microwave BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Modern FireplaceDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Sink Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Sink Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Sink White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working SinkDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Toaster WorkingDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Working Wall OvenDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
